Jahr	Messdatum	Messzeit	Barometer	absLuftfeuchtigkeit	relLuftfeuchtigkeit	Lufttemperatur
2012	18.04.2012	07:40:40	1004.6	5.364	85.3	6.4
2012	18.04.2012	08:00:39	1004.8	5.439	85.9	6.5
2012	18.04.2012	08:20:39	1005	5.521	87.8	6.4
2012	18.04.2012	08:40:41	1005	5.564	89.1	6.3
2012	18.04.2012	09:00:39	1005	5.671	90.8	6.3
2012	18.04.2012	09:20:39	1005.1	5.688	91.7	6.2
2012	18.04.2012	09:40:39	1005.2	5.714	91.5	6.3
2012	18.04.2012	10:00:39	1005.3	5.674	91.5	6.2
2012	18.04.2012	10:20:39	1005.3	5.839	92.2	6.5
2012	18.04.2012	10:40:40	1005.2	5.852	92.4	6.5
2012	18.04.2012	11:00:41	1005.1	5.899	92.5	6.6
2012	18.04.2012	11:20:39	1005.2	6.074	92	7.1
2012	18.04.2012	11:40:39	1005.2	5.99	92	6.9
2012	18.04.2012	12:00:39	1005.2	5.966	92.9	6.7
2012	18.04.2012	13:00:40	1005.1	6.1	94.3	6.8
2012	18.04.2012	13:20:40	1005	6.205	94.6	7
2012	18.04.2012	13:40:39	1005	6.205	94.6	7
2012	18.04.2012	14:00:39	1005.1	6.298	94.7	7.2
2012	18.04.2012	14:20:39	1005.1	6.315	94.3	7.3
2012	18.04.2012	14:40:39	1005	6.325	93.8	7.4
2012	18.04.2012	15:00:40	1004.9	6.354	92.3	7.7
2012	18.04.2012	15:20:39	1004.6	6.425	90.8	8.1
2012	18.04.2012	15:40:39	1004.5	6.486	90.4	8.3
2012	18.04.2012	16:00:39	1004.3	6.489	88.6	8.6
2012	18.04.2012	16:20:40	1004.2	6.496	87.5	8.8
2012	18.04.2012	16:40:39	1004.2	6.451	86.3	8.9
2012	18.04.2012	17:00:40	1004.2	6.447	85.1	9.1
2012	18.04.2012	17:20:39	1004.1	6.392	86.1	8.8
2012	18.04.2012	17:40:39	1004.1	6.317	85.1	8.8
2012	18.04.2012	18:20:39	1004.1	6.127	82	8.9
2012	18.04.2012	18:40:39	1004.1	6.119	81.9	8.9
2012	18.04.2012	19:00:39	1004	6.255	83.7	8.9
2012	18.04.2012	20:00:39	1004	6.111	82.9	8.7
2012	18.04.2012	20:20:39	1004.1	6.175	83.2	8.8
2012	18.04.2012	20:40:39	1004.2	6.201	83	8.9
2012	18.04.2012	21:00:39	1004.3	6.316	85.1	8.8
2012	18.04.2012	21:20:39	1004.4	6.374	85.3	8.9
2012	18.04.2012	22:20:40	1004.5	6.458	87.6	8.7
2012	18.04.2012	22:40:39	1004.6	6.628	90.5	8.6
2012	18.04.2012	23:00:40	1004.6	6.609	92.1	8.3
2012	18.04.2012	23:20:39	1004.6	6.571	92.2	8.2
2012	18.04.2012	23:40:39	1004.6	6.54	92.4	8.1
2012	19.04.2012	00:00:39	1004.6	6.585	92.4	8.2
2012	19.04.2012	00:20:39	1004.7	6.583	93	8.1
2012	19.04.2012	00:40:39	1004.7	6.657	93.4	8.2
2012	19.04.2012	01:00:39	1004.6	6.686	93.8	8.2
2012	19.04.2012	01:20:39	1004.6	6.747	94	8.3
2012	19.04.2012	01:40:39	1004.6	6.747	94	8.3
2012	19.04.2012	02:00:40	1004.5	6.723	94.3	8.2
2012	19.04.2012	02:20:39	1004.4	6.745	94.6	8.2
2012	19.04.2012	02:40:40	1004.3	6.814	94.9	8.3
2012	19.04.2012	03:00:39	1004.2	6.837	95.2	8.3
2012	19.04.2012	03:20:39	1004.1	6.805	95.4	8.2
2012	19.04.2012	03:40:39	1004	6.827	95.7	8.2
2012	19.04.2012	04:00:39	1004	6.889	95.9	8.3
2012	19.04.2012	04:20:39	1003.9	6.904	96.1	8.3
2012	19.04.2012	04:40:39	1003.9	6.878	96.4	8.2
2012	19.04.2012	05:00:40	1003.8	6.871	96.3	8.2
2012	19.04.2012	05:20:39	1003.8	6.919	96.3	8.3
2012	19.04.2012	05:40:39	1003.8	6.919	96.3	8.3
2012	19.04.2012	06:00:39	1003.8	6.912	96.2	8.3
2012	19.04.2012	06:20:39	1003.8	7.007	96.2	8.5
2012	19.04.2012	06:40:40	1003.9	7.057	94.3	8.9
2012	19.04.2012	07:00:39	1004.1	7.055	92.4	9.2
2012	19.04.2012	07:20:39	1004.2	6.752	90.3	8.9
2012	19.04.2012	07:40:39	1004.4	6.585	88.7	8.8
2012	19.04.2012	08:00:39	1004.6	6.584	88.7	8.8
2012	19.04.2012	08:20:41	1004.8	6.419	87.1	8.7
2012	19.04.2012	08:40:39	1005	6.492	87.5	8.8
2012	19.04.2012	09:00:39	1005.1	6.408	86.4	8.8
2012	19.04.2012	09:20:39	1005.3	6.139	85.1	8.4
2012	19.04.2012	09:40:40	1005.5	6.169	86.1	8.3
2012	19.04.2012	10:20:39	1005.9	6.092	82.8	8.7
2012	19.04.2012	11:20:39	1006.4	5.992	80.4	8.9
2012	19.04.2012	11:40:39	1006.5	5.898	79.7	8.8
2012	19.04.2012	12:00:39	1006.6	5.892	77.5	9.2
2012	19.04.2012	12:20:39	1006.8	5.808	75.9	9.3
2012	19.04.2012	12:40:40	1006.9	5.915	77.3	9.3
2012	19.04.2012	13:00:40	1007	5.768	74.9	9.4
2012	19.04.2012	13:20:39	1007	5.879	73.8	9.9
2012	19.04.2012	14:00:40	1007	5.77	69.6	10.5
2012	19.04.2012	14:20:39	1007	5.811	68.7	10.8
2012	19.04.2012	14:40:39	1007	5.78	68.8	10.7
2012	19.04.2012	15:00:40	1007	5.999	70.9	10.8
2012	19.04.2012	15:20:39	1006.9	5.838	68.1	11
2012	19.04.2012	15:40:39	1006.7	5.648	65.9	11
2012	19.04.2012	16:00:39	1006.6	5.955	69.9	10.9
2012	19.04.2012	16:20:39	1006.6	6.071	72.2	10.7
2012	19.04.2012	17:00:39	1006.6	6.618	82.4	10
2012	19.04.2012	17:20:39	1006.6	6.141	75.5	10.2
2012	19.04.2012	17:40:40	1006.7	6.127	77.9	9.7
2012	19.04.2012	18:00:39	1006.8	6.192	78.2	9.8
2012	19.04.2012	18:20:39	1007.1	5.88	79.5	8.8
2012	19.04.2012	18:40:39	1007.2	5.806	82.9	8
2012	19.04.2012	19:20:40	1007.3	5.942	86	7.8
2012	19.04.2012	19:40:39	1007.4	6.017	85.9	8
2012	19.04.2012	20:40:40	1007.8	6.051	84.1	8.4
2012	19.04.2012	21:00:39	1008.1	5.987	88.5	7.5
2012	19.04.2012	21:40:39	1008.5	6.038	89.9	7.4
2012	19.04.2012	22:00:38	1008.6	6.093	90.1	7.5
2012	19.04.2012	22:20:40	1008.6	6.127	90.6	7.5
2012	19.04.2012	22:40:39	1008.7	6.173	91.9	7.4
2012	19.04.2012	23:00:39	1008.7	6.041	91.2	7.2
2012	19.04.2012	23:20:39	1008.6	5.927	90.1	7.1
2012	19.04.2012	23:40:39	1008.5	5.821	87.9	7.2
2012	20.04.2012	00:00:39	1008.5	5.683	87	7
2012	20.04.2012	00:20:39	1008.4	5.683	88.2	6.8
2012	20.04.2012	00:40:40	1008.4	5.54	86.6	6.7
2012	20.04.2012	01:00:40	1008.4	5.495	85.9	6.7
2012	20.04.2012	01:20:39	1008.4	5.592	86.8	6.8
2012	20.04.2012	01:40:39	1008.4	5.528	87	6.6
2012	20.04.2012	02:00:39	1008.3	5.534	87.7	6.5
2012	20.04.2012	02:20:41	1008.1	5.651	88.9	6.6
2012	20.04.2012	02:40:39	1008.1	5.51	87.3	6.5
2012	20.04.2012	03:00:39	1008.1	5.567	87	6.7
2012	20.04.2012	03:20:41	1008	5.573	88.9	6.4
2012	20.04.2012	03:40:39	1008	5.472	87.3	6.4
2012	20.04.2012	04:00:39	1008.1	5.509	85.5	6.8
2012	20.04.2012	04:20:40	1007.9	5.441	88	6.2
2012	20.04.2012	04:40:39	1007.8	5.448	87.5	6.3
2012	20.04.2012	05:00:39	1007.9	5.327	85	6.4
2012	20.04.2012	05:20:39	1008	5.359	86.7	6.2
2012	20.04.2012	05:40:39	1007.8	5.371	89.3	5.8
2012	20.04.2012	06:00:39	1007.7	5.28	87.8	5.8
2012	20.04.2012	06:20:38	1007.8	5.212	84.9	6.1
2012	20.04.2012	06:40:39	1007.9	5.206	86	5.9
2012	20.04.2012	07:00:41	1008	5.303	86.4	6.1
2012	20.04.2012	07:20:39	1008.1	5.29	85.6	6.2
2012	20.04.2012	07:40:39	1008.2	5.418	84.7	6.7
2012	20.04.2012	08:00:40	1008.4	5.363	85.6	6.4
2012	20.04.2012	08:20:39	1008.5	5.338	82.9	6.8
2012	20.04.2012	08:40:39	1008.5	5.404	84.5	6.7
2012	20.04.2012	09:00:39	1008.6	5.373	81.2	7.2
2012	20.04.2012	09:20:40	1008.7	5.407	80.6	7.4
2012	20.04.2012	09:40:39	1008.8	5.533	80.8	7.7
2012	20.04.2012	10:20:41	1009	5.525	80.7	7.7
2012	20.04.2012	10:40:39	1009.1	5.5	76.6	8.4
2012	20.04.2012	11:00:39	1009.2	5.532	75.5	8.7
2012	20.04.2012	11:20:43	1009.3	5.435	73.7	8.8
2012	20.04.2012	11:40:41	1009.3	5.478	75.8	8.5
2012	20.04.2012	12:00:39	1009.4	5.73	78.2	8.7
2012	20.04.2012	12:20:40	1009.4	5.774	78.8	8.7
2012	20.04.2012	12:40:40	1009.6	5.664	78.9	8.4
2012	20.04.2012	13:00:39	1009.7	5.989	83.4	8.4
2012	20.04.2012	13:20:40	1009.7	5.825	79.5	8.7
2012	20.04.2012	13:40:39	1009.7	5.983	80	9
2012	20.04.2012	14:00:39	1009.8	5.909	81.2	8.6
2012	20.04.2012	14:20:40	1010	5.86	80	8.7
2012	20.04.2012	14:40:39	1010.1	5.538	78.8	8.1
2012	20.04.2012	15:20:39	1010.5	5.706	82.3	7.9
2012	20.04.2012	15:40:39	1010.6	5.775	83.3	7.9
2012	20.04.2012	16:00:39	1010.6	5.68	82.5	7.8
2012	20.04.2012	16:20:39	1010.6	5.806	81.5	8.3
2012	20.04.2012	16:40:39	1010.6	5.777	80	8.5
2012	20.04.2012	17:00:40	1010.7	5.665	82.3	7.8
2012	20.04.2012	17:20:39	1010.9	5.708	83.5	7.7
2012	20.04.2012	17:40:39	1011	5.735	83.9	7.7
2012	20.04.2012	18:00:39	1011.1	5.721	83.7	7.7
2012	20.04.2012	18:20:39	1011.2	5.662	82.3	7.8
2012	20.04.2012	18:40:39	1011.3	5.509	81.2	7.6
2012	20.04.2012	19:00:40	1011.4	5.491	80.4	7.7
2012	20.04.2012	19:20:39	1011.5	5.47	81.2	7.5
2012	20.04.2012	19:40:39	1011.6	5.528	81.5	7.6
2012	20.04.2012	20:00:39	1011.8	5.449	82.6	7.2
2012	20.04.2012	20:40:39	1012.4	5.49	84.4	7
2012	20.04.2012	21:00:39	1012.7	5.603	84.4	7.3
2012	20.04.2012	22:00:39	1013.3	5.419	83.4	7
2012	20.04.2012	22:20:38	1013.5	5.429	85.9	6.6
2012	20.04.2012	22:40:40	1013.7	5.498	88.2	6.4
2012	20.04.2012	23:00:39	1013.8	5.459	87.6	6.4
2012	20.04.2012	23:20:44	1014	5.34	86.3	6.3
2012	20.04.2012	23:40:40	1014.1	5.246	84.8	6.3
2012	21.04.2012	00:00:39	1014.2	5.351	85.9	6.4
2012	21.04.2012	00:20:39	1014.3	5.45	88.1	6.3
2012	21.04.2012	00:40:40	1014.4	5.474	89.1	6.2
2012	21.04.2012	01:00:39	1014.6	5.537	88.9	6.4
2012	21.04.2012	01:20:39	1014.7	5.404	88	6.2
2012	21.04.2012	01:40:40	1014.7	5.354	87.8	6.1
2012	21.04.2012	02:00:40	1014.8	5.353	88.4	6
2012	21.04.2012	02:20:39	1014.9	5.42	89.5	6
2012	21.04.2012	02:40:39	1015	5.376	89.4	5.9
2012	21.04.2012	03:20:39	1015	5.439	89.2	6.1
2012	21.04.2012	03:40:38	1015	5.345	88.9	5.9
2012	21.04.2012	04:00:39	1015.1	5.451	88.8	6.2
2012	21.04.2012	04:20:40	1015.2	5.29	87.4	6
2012	21.04.2012	04:40:38	1015.2	5.296	86.9	6.1
2012	21.04.2012	05:00:39	1015.3	5.234	87.1	5.9
2012	21.04.2012	05:20:39	1015.4	5.344	88.3	6
2012	21.04.2012	05:40:39	1015.4	5.27	87.7	5.9
2012	21.04.2012	06:00:40	1015.5	5.307	87.7	6
2012	21.04.2012	06:20:40	1015.5	5.318	88.5	5.9
2012	21.04.2012	06:40:39	1015.7	5.322	89.2	5.8
2012	21.04.2012	07:00:39	1015.9	5.345	89.6	5.8
2012	21.04.2012	07:20:39	1016.2	5.339	88.9	5.9
2012	21.04.2012	07:40:39	1016.3	5.333	88.2	6
2012	21.04.2012	08:20:40	1016.5	5.308	86.6	6.2
2012	21.04.2012	08:40:39	1016.6	5.476	86.3	6.7
2012	21.04.2012	09:20:39	1017	5.365	84.6	6.7
2012	21.04.2012	09:40:39	1017.1	5.279	85	6.4
2012	21.04.2012	10:00:39	1017.2	5.05	80.8	6.5
2012	21.04.2012	10:20:39	1017.3	5.133	81	6.7
2012	21.04.2012	10:40:39	1017.4	5.362	82.3	7.1
2012	21.04.2012	11:00:39	1017.5	5.253	79	7.4
2012	21.04.2012	11:20:39	1017.5	5.128	78.2	7.2
2012	21.04.2012	12:20:39	1017.4	5.09	74	7.9
2012	21.04.2012	12:40:40	1017.4	4.918	72.5	7.7
2012	21.04.2012	13:00:39	1017.4	4.881	70.5	8
2012	21.04.2012	13:20:39	1017.3	5.001	68.4	8.8
2012	21.04.2012	13:40:39	1017.3	5.122	69.1	9
2012	21.04.2012	14:00:39	1017.3	4.753	63.3	9.2
2012	21.04.2012	14:20:40	1017.4	5.013	62.4	10.2
2012	21.04.2012	15:00:41	1017.3	4.372	57.1	9.5
2012	21.04.2012	15:20:40	1017.2	4.483	55.1	10.4
2012	21.04.2012	15:40:40	1017	4.429	53	10.8
2012	21.04.2012	16:00:39	1017	4.118	50.3	10.5
2012	21.04.2012	16:20:39	1017	4.362	52.9	10.6
2012	21.04.2012	16:40:39	1016.9	4.286	51.3	10.8
2012	21.04.2012	17:00:40	1016.9	3.982	48	10.7
2012	21.04.2012	17:20:39	1016.9	4.136	47.9	11.3
2012	21.04.2012	17:40:39	1016.9	4.124	48.4	11.1
2012	21.04.2012	18:20:39	1017	4.134	49.5	10.8
2012	21.04.2012	19:00:40	1017.2	4.66	56.5	10.6
2012	21.04.2012	19:40:39	1017.4	4.004	49.6	10.3
2012	21.04.2012	20:00:40	1017.6	4.06	49.3	10.6
2012	21.04.2012	20:20:40	1017.8	4.049	50.5	10.2
2012	21.04.2012	20:40:39	1018	4.046	52.9	9.5
2012	21.04.2012	21:00:40	1018.2	3.929	52.8	9.1
2012	21.04.2012	21:20:39	1018.4	3.937	54	8.8
2012	21.04.2012	21:40:40	1018.6	3.859	54.4	8.4
2012	21.04.2012	22:40:39	1018.8	3.856	58.2	7.4
2012	21.04.2012	23:00:39	1018.9	3.803	57.4	7.4
2012	21.04.2012	23:20:40	1018.9	3.987	61	7.2
2012	21.04.2012	23:40:40	1018.9	4.075	67.7	6
2012	22.04.2012	00:00:41	1018.9	3.813	64.7	5.7
2012	22.04.2012	00:20:41	1019	3.648	62.8	5.5
2012	22.04.2012	00:40:39	1019	3.632	66.1	4.7
2012	22.04.2012	01:00:39	1019	3.599	65.5	4.7
2012	22.04.2012	01:20:39	1019	3.56	64.8	4.7
2012	22.04.2012	01:40:41	1018.9	3.581	66.1	4.5
2012	22.04.2012	02:00:41	1018.8	3.631	64.7	5
2012	22.04.2012	02:20:40	1018.7	3.518	68.2	3.8
2012	22.04.2012	02:40:40	1018.7	3.521	67.3	4
2012	22.04.2012	03:00:39	1018.7	3.505	69.4	3.5
2012	22.04.2012	03:20:39	1018.6	3.466	70.6	3.1
2012	22.04.2012	03:40:39	1018.6	3.461	70	3.2
2012	22.04.2012	04:00:41	1018.6	3.391	74.7	2
2012	22.04.2012	04:20:39	1018.6	3.52	74.8	2.5
2012	22.04.2012	04:40:39	1018.6	3.539	73.1	2.9
2012	22.04.2012	05:00:39	1018.5	3.482	74	2.5
2012	22.04.2012	05:20:39	1018.3	3.452	74.4	2.3
2012	22.04.2012	05:40:39	1018.2	3.521	72.7	2.9
2012	22.04.2012	06:00:39	1018.1	3.471	73.2	2.6
2012	22.04.2012	06:20:39	1018	3.432	72.9	2.5
2012	22.04.2012	06:40:40	1018.1	3.451	74.9	2.2
2012	22.04.2012	07:00:42	1018.1	3.51	75.1	2.4
2012	22.04.2012	07:20:39	1018.1	3.398	75.9	1.8
2012	22.04.2012	07:40:39	1018.1	3.546	76.4	2.3
2012	22.04.2012	08:00:39	1018.2	3.889	81.4	2.7
2012	22.04.2012	08:20:39	1018.4	4.008	78.7	3.6
2012	22.04.2012	08:40:39	1018.4	3.933	76.7	3.7
2012	22.04.2012	09:00:39	1018.4	3.9	75	3.9
2012	22.04.2012	09:20:39	1018.3	3.966	72.1	4.7
2012	22.04.2012	09:40:39	1018.3	4	72.2	4.8
2012	22.04.2012	10:00:39	1018.2	4.057	71.7	5.1
2012	22.04.2012	10:20:39	1018.2	4.12	70.8	5.5
2012	22.04.2012	10:40:39	1018.1	4.165	70.1	5.8
2012	22.04.2012	11:00:39	1018.1	4.283	70.6	6.1
2012	22.04.2012	11:40:39	1018	4.117	60.4	7.8
2012	22.04.2012	12:00:39	1017.9	4.169	58.3	8.5
2012	22.04.2012	12:20:39	1017.9	3.508	47.8	8.9
2012	22.04.2012	12:40:39	1017.7	3.772	47.7	10
2012	22.04.2012	13:00:39	1017.6	3.75	47.1	10.1
2012	22.04.2012	13:20:39	1017.5	3.864	46.3	10.8
2012	22.04.2012	13:40:40	1017.4	3.738	44.8	10.8
2012	22.04.2012	14:00:39	1017.3	3.734	41.6	11.9
2012	22.04.2012	15:00:39	1016.9	3.419	37.6	12.1
2012	22.04.2012	16:00:39	1016.3	3.184	33	13
2012	22.04.2012	16:20:39	1016.1	2.952	30.2	13.2
2012	22.04.2012	17:00:42	1015.7	3.213	32	13.6
2012	22.04.2012	17:20:39	1015.5	3.052	30.2	13.7
2012	22.04.2012	17:40:39	1015.3	3.112	30	14.1
2012	22.04.2012	18:00:39	1015.1	3.123	29.9	14.2
2012	22.04.2012	18:40:39	1014.9	2.923	27.1	14.7
2012	22.04.2012	19:00:39	1014.8	2.851	26.6	14.6
2012	22.04.2012	19:20:39	1014.7	2.694	25.3	14.5
2012	22.04.2012	19:40:39	1014.7	3.123	29.7	14.3
2012	22.04.2012	20:00:39	1014.7	3.884	38.1	13.8
2012	22.04.2012	20:20:41	1014.7	2.859	29.6	13
2012	22.04.2012	20:40:38	1014.8	4.806	51.6	12.4
2012	22.04.2012	21:00:39	1014.9	4.61	52.2	11.6
2012	22.04.2012	21:20:38	1015.1	4.44	54.1	10.5
2012	22.04.2012	21:40:39	1015.1	4.137	51.8	10.1
2012	22.04.2012	22:00:39	1015.1	4.307	52.5	10.5
2012	22.04.2012	22:20:39	1015.2	3.956	48.9	10.3
2012	22.04.2012	22:40:39	1015.2	3.737	46.2	10.3
2012	22.04.2012	23:00:40	1015.1	3.906	50.6	9.6
2012	22.04.2012	23:20:38	1015.2	3.921	56.6	8
2012	22.04.2012	23:40:39	1015.2	4.068	58.3	8.1
2012	23.04.2012	00:00:39	1015.1	4.124	58.7	8.2
2012	23.04.2012	00:20:40	1015.2	4.186	60.4	8
2012	23.04.2012	00:40:40	1015.2	4.209	59.1	8.4
2012	23.04.2012	01:00:40	1015.2	4.051	63.9	6.7
2012	23.04.2012	01:20:40	1015.3	4.048	64.3	6.6
2012	23.04.2012	01:40:39	1015.2	3.985	63.3	6.6
2012	23.04.2012	02:00:39	1015.1	3.889	60.1	7
2012	23.04.2012	02:20:40	1015	3.891	58.9	7.3
2012	23.04.2012	02:40:39	1014.9	3.798	59.5	6.8
2012	23.04.2012	03:00:39	1014.8	3.877	63.3	6.2
2012	23.04.2012	03:20:41	1014.7	3.922	69.1	5.1
2012	23.04.2012	03:40:40	1014.6	3.953	63.2	6.5
2012	23.04.2012	04:00:39	1014.6	3.901	65	5.9
2012	23.04.2012	04:20:39	1014.6	3.922	65.8	5.8
2012	23.04.2012	04:40:40	1014.5	4.004	66.7	5.9
2012	23.04.2012	05:00:39	1014.4	3.976	66.7	5.8
2012	23.04.2012	05:20:41	1014.4	4.173	69.5	5.9
2012	23.04.2012	05:40:39	1014.4	4.191	69.8	5.9
2012	23.04.2012	06:00:38	1014.4	4.17	71.4	5.5
2012	23.04.2012	06:20:39	1014.4	4.217	72.7	5.4
2012	23.04.2012	06:40:39	1014.5	4.27	73.1	5.5
2012	23.04.2012	07:00:39	1014.6	4.252	72.8	5.5
2012	23.04.2012	07:00:39	1014.6	4.252	72.8	5.5
2012	24.04.2012	22:00:39	1010.5	7.553	77.8	12.9
2012	24.04.2012	22:20:39	1010.4	7.55	79.3	12.6
2012	24.04.2012	22:40:39	1010.3	7.51	79.4	12.5
2012	24.04.2012	23:00:39	1010.3	7.463	78.9	12.5
2012	24.04.2012	23:20:39	1010.2	7.41	79.9	12.2
2012	24.04.2012	23:40:39	1010	7.393	81.3	11.9
2012	25.04.2012	00:00:39	1009.9	7.399	81.9	11.8
2012	25.04.2012	00:20:39	1009.8	7.45	81.9	11.9
2012	25.04.2012	00:40:40	1009.7	7.419	82.1	11.8
2012	25.04.2012	01:00:39	1009.5	7.358	82.5	11.6
2012	25.04.2012	01:20:39	1009.3	7.373	83.2	11.5
2012	25.04.2012	01:40:39	1009.1	7.401	83.5	11.5
2012	25.04.2012	02:00:39	1008.9	7.475	86	11.2
2012	25.04.2012	02:20:39	1008.8	7.557	87.5	11.1
2012	25.04.2012	02:40:39	1008.7	7.5	88	10.9
2012	25.04.2012	03:20:39	1008.4	7.403	88.6	10.6
2012	25.04.2012	03:40:39	1008.2	7.38	89.5	10.4
2012	25.04.2012	04:00:38	1008	7.373	90	10.3
2012	25.04.2012	04:20:39	1007.9	7.391	90.2	10.3
2012	25.04.2012	04:40:39	1007.7	7.351	90.3	10.2
2012	25.04.2012	05:00:39	1007.6	7.376	91.2	10.1
2012	25.04.2012	05:20:38	1007.4	7.419	91.1	10.2
2012	25.04.2012	06:00:39	1007.3	7.52	91.1	10.4
2012	25.04.2012	06:20:39	1007.3	7.563	90.4	10.6
2012	25.04.2012	07:00:39	1007.6	7.561	89.2	10.8
2012	25.04.2012	07:40:39	1008.2	7.53	88.3	10.9
2012	25.04.2012	08:00:39	1008.6	7.522	86.5	11.2
2012	25.04.2012	08:20:40	1008.7	7.355	83.5	11.4
2012	25.04.2012	08:40:39	1008.9	7.116	80.3	11.5
2012	25.04.2012	09:00:39	1009.1	7.088	77.4	12
2012	25.04.2012	09:20:40	1009.3	6.798	73.8	12.1
2012	25.04.2012	09:40:39	1009.4	6.426	71.2	11.8
2012	25.04.2012	10:00:39	1009.6	6.105	68.6	11.6
2012	25.04.2012	10:20:39	1009.8	6.458	73.5	11.4
2012	25.04.2012	10:40:39	1010	6.196	70.1	11.5
2012	25.04.2012	11:00:40	1010.2	6.021	68.6	11.4
2012	25.04.2012	11:20:40	1010.3	6.156	68.3	11.8
2012	25.04.2012	11:40:39	1010.3	6.126	66.2	12.2
2012	25.04.2012	12:00:39	1010.4	6.153	63.1	13
2012	25.04.2012	12:20:39	1010.4	5.971	58.9	13.6
2012	25.04.2012	12:40:39	1010.5	5.691	56.9	13.4
2012	25.04.2012	13:40:39	1010.8	6.204	64.9	12.7
2012	25.04.2012	14:20:39	1011.4	5.834	64.4	11.9
2012	25.04.2012	14:40:39	1011.5	5.449	61.4	11.6
2012	25.04.2012	15:00:39	1011.5	5.601	63.1	11.6
2012	25.04.2012	15:20:39	1011.6	5.639	62.7	11.8
2012	25.04.2012	15:40:41	1011.7	5.722	63.2	11.9
2012	25.04.2012	16:00:40	1011.9	5.9	64.3	12.1
2012	25.04.2012	16:20:39	1012	6.072	66.6	12
2012	25.04.2012	16:40:39	1012	6.394	70.1	12
2012	25.04.2012	17:20:39	1012.3	6.592	75.7	11.3
2012	25.04.2012	17:40:39	1012.4	6.707	75.5	11.6
2012	25.04.2012	18:00:39	1012.5	6.662	75	11.6
2012	25.04.2012	18:20:40	1012.6	6.424	71.4	11.8
2012	25.04.2012	18:40:39	1012.7	6.25	69.5	11.8
2012	25.04.2012	19:20:39	1013	6.194	68	12
2012	25.04.2012	19:40:39	1013.2	6.211	68.2	12
2012	25.04.2012	20:00:40	1013.4	6.217	70.1	11.6
2012	25.04.2012	20:20:41	1013.6	6.338	71	11.7
2012	25.04.2012	20:40:39	1013.8	6.288	71.4	11.5
2012	25.04.2012	21:00:40	1014	6.274	72.2	11.3
2012	25.04.2012	21:20:39	1014.2	6.388	76	10.8
2012	25.04.2012	22:00:40	1014.7	6.127	72	11
2012	25.04.2012	22:20:39	1015	5.985	71.3	10.8
2012	25.04.2012	22:40:39	1015.1	5.934	73.6	10.2
2012	25.04.2012	23:00:39	1015.2	5.828	70.4	10.6
2012	25.04.2012	23:20:41	1015.3	5.708	69.9	10.4
2012	25.04.2012	23:40:39	1015.4	5.698	68.4	10.7
2012	26.04.2012	00:00:41	1015.5	5.609	66.9	10.8
2012	26.04.2012	00:20:39	1015.6	5.645	66	11.1
2012	26.04.2012	00:40:40	1015.7	5.615	66.1	11
2012	26.04.2012	01:00:40	1015.8	5.518	65.4	10.9
2012	26.04.2012	01:20:40	1015.9	5.528	65.1	11
2012	26.04.2012	01:40:39	1016	5.682	66.9	11
2012	26.04.2012	02:00:39	1016.1	5.63	66.3	11
2012	26.04.2012	02:20:40	1016.1	5.609	66.5	10.9
2012	26.04.2012	02:40:40	1016.3	5.56	65.5	11
2012	26.04.2012	03:00:40	1016.4	5.589	65.4	11.1
2012	26.04.2012	03:20:39	1016.6	5.533	65.2	11
2012	26.04.2012	03:40:41	1016.7	5.728	69.3	10.6
2012	26.04.2012	04:00:39	1016.8	5.755	70.1	10.5
2012	26.04.2012	04:20:39	1016.9	5.614	67.5	10.7
2012	26.04.2012	04:40:41	1017	5.567	66.5	10.8
2012	26.04.2012	05:00:40	1017.1	5.404	65	10.7
2012	26.04.2012	05:20:39	1017.1	5.408	64.2	10.9
2012	26.04.2012	05:40:40	1017.2	5.427	64	11
2012	26.04.2012	06:00:39	1017.3	5.413	64.7	10.8
2012	26.04.2012	06:20:39	1017.5	5.438	65	10.8
2012	26.04.2012	06:40:39	1017.8	5.447	66	10.6
2012	26.04.2012	07:00:39	1018.1	5.47	66.3	10.6
2012	26.04.2012	07:20:40	1018.3	5.506	68.1	10.3
2012	26.04.2012	07:40:39	1018.6	5.557	69.2	10.2
2012	26.04.2012	08:00:39	1018.8	5.662	68.2	10.7
2012	26.04.2012	08:20:39	1019	5.649	67.6	10.8
2012	26.04.2012	08:40:39	1019.1	5.712	67.9	10.9
2012	26.04.2012	09:20:40	1019.3	5.732	64.2	11.8
2012	26.04.2012	09:40:39	1019.4	5.721	61.2	12.5
2012	26.04.2012	10:00:39	1019.4	5.612	58.5	12.9
2012	26.04.2012	10:40:39	1019.6	5.811	59	13.3
2012	26.04.2012	11:00:39	1019.7	5.683	56.6	13.6
2012	26.04.2012	11:20:39	1019.8	5.655	55.6	13.8
2012	26.04.2012	11:40:39	1019.8	5.996	63.3	12.7
2012	26.04.2012	12:00:39	1019.8	6.392	69.7	12.2
2012	26.04.2012	12:20:39	1019.8	6.497	69.9	12.4
2012	26.04.2012	12:40:39	1019.7	6.367	66.3	12.9
2012	26.04.2012	13:00:39	1019.6	6.446	68	12.7
2012	26.04.2012	13:20:40	1019.5	6.188	63.6	13.1
2012	26.04.2012	13:40:39	1019.3	6.282	63.3	13.4
2012	26.04.2012	14:00:39	1019.2	6.339	64.7	13.2
2012	26.04.2012	14:20:39	1019.1	6.525	63.6	13.9
